Articolo;Prezzo 1 (€);Qt min 2;Prezzo 2 (€);Qt min 3;Prezzo 3 (€);Qt min 4;Prezzo 4 (€);Qt min 5;Prezzo 5 (€);Qt min 6;Prezzo 6 (€);Prezzo minimo;Cod transfert;
CORNICE-50X50-BOLOGNA;54.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFCORNICI;
CORNICE-50X50-FOTO;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFCORNICI;
CORNICE-50X50-RIMINI;54.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFCORNICI;
CORNICE-50X50-SIENA;54.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFCORNICI;
CORNICE-50X50-TELA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFCORNICI;
CORNICE-50X70-BOLOGNA;54.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFCORNICI;
CORNICE-50X70-FOTO;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFCORNICI;
CORNICE-50X70-SIENA;54.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFCORNICI;
CORNICE-50X70-TELA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFCORNICI;
CORNICE-50X75-BOLOGNA;54.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFCORNICI;
CORNICE-50X75-FOTO;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFCORNICI;
CORNICE-50X75-SIENA;54.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFCORNICI;
CORNICE-50X75-TELA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFCORNICI;
CORNICE-70X100-BOLOGNA;75.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFCORNICI;
CORNICE-70X100-FOTO;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFCORNICI;
CORNICE-70X100-SIENA;75.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFCORNICI;
CORNICE-70X100-TELA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFCORNICI;
CORNICE-A4-FOTO;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFCORNICI;
COVER-LIBRIX13X13;0.44;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFZERO;
COVER-LIBRIX13X13-01;0.44;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFZERO;
COVER-LIBRIX13X13-02;0.44;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFZERO;
COVER-LIBRIX13X13-03;0.44;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFZERO;
COVER-LIBRIX13X13-04;0.44;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFZERO;
COVER-LIBRIX13X13-05;0.44;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFZERO;
COVER-LIBRIX13X13-06;0.44;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFZERO;
COVER-LIBRIX13X13-07;0.44;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFZERO;
COVER-LIBRIX13X13-08;0.44;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFZERO;
COVER-LIBRIX13X13-09;0.44;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFZERO;
COVER-LIBRIX13X13-10;0.44;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFZERO;
COVER-LIBRIX13X13-11;0.44;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFZERO;
COVER-LIBRIX13X13-12;0.44;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFZERO;
COVER-LIBRIX13X13-AZZURRO;0.44;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFZERO;
COVER-LIBRIX13X13-GIALLO;0.44;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFZERO;
COVER-LIBRIX13X13-ROSA;0.44;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFZERO;
COVER-LIBRIX13X17;0.44;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFZERO;
COVER-LIBRIX13X17-01;0.44;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFZERO;
COVER-LIBRIX13X17-02;0.44;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFZERO;
COVER-LIBRIX13X17-03;0.44;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFZERO;
COVER-LIBRIX13X17-04;0.44;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFZERO;
COVER-LIBRIX13X17-05;0.44;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFZERO;
COVER-LIBRIX13X17-06;0.44;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFZERO;
COVER-LIBRIX13X17-07;0.44;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFZERO;
COVER-LIBRIX13X17-08;0.44;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFZERO;
COVER-LIBRIX13X17-09;0.44;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFZERO;
COVER-LIBRIX13X17-10;0.44;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFZERO;
COVER-LIBRIX13X17-11;0.44;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFZERO;
COVER-LIBRIX13X17-12;0.44;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFZERO;
COVER-LIBRIX13X17-AZZURRO;0.44;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFZERO;
COVER-LIBRIX13X17-GIALLO;0.44;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFZERO;
COVER-LIBRIX13X17-ROSA;0.44;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFZERO;
COVER-LIBRIX13X19;0.44;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFZERO;
COVER-LIBRIX13X19-01;0.44;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFZERO;
COVER-LIBRIX13X19-02;0.44;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFZERO;
COVER-LIBRIX13X19-03;0.44;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFZERO;
COVER-LIBRIX13X19-04;0.44;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFZERO;
COVER-LIBRIX13X19-05;0.44;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFZERO;
COVER-LIBRIX13X19-06;0.44;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFZERO;
COVER-LIBRIX13X19-07;0.44;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFZERO;
COVER-LIBRIX13X19-08;0.44;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFZERO;
COVER-LIBRIX13X19-09;0.44;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFZERO;
COVER-LIBRIX13X19-10;0.44;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFZERO;
COVER-LIBRIX13X19-11;0.44;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFZERO;
COVER-LIBRIX13X19-12;0.44;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFZERO;
COVER-LIBRIX13X19-AZZURRO;0.44;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFZERO;
COVER-LIBRIX13X19-GIALLO;0.44;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFZERO;
COVER-LIBRIX13X19-ROSA;0.44;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFZERO;
COVER-LIBRIX9X13;0.38;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFZERO;
COVER-LIBRIX9X13-01;0.38;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFZERO;
COVER-LIBRIX9X13-02;0.38;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFZERO;
COVER-LIBRIX9X13-03;0.38;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFZERO;
COVER-LIBRIX9X13-04;0.38;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFZERO;
COVER-LIBRIX9X13-05;0.38;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFZERO;
COVER-LIBRIX9X13-06;0.38;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFZERO;
COVER-LIBRIX9X13-07;0.38;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFZERO;
COVER-LIBRIX9X13-08;0.38;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFZERO;
COVER-LIBRIX9X13-09;0.38;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFZERO;
COVER-LIBRIX9X13-10;0.38;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFZERO;
COVER-LIBRIX9X13-11;0.38;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFZERO;
COVER-LIBRIX9X13-12;0.38;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFZERO;
COVER-LIBRIX9X13-AZZURRO;0.38;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFZERO;
COVER-LIBRIX9X13-GIALLO;0.38;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFZERO;
COVER-LIBRIX9X13-ROSA;0.38;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFZERO;
COVER-SB21X21-A0;0.32;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFZERO;
COVER-SB21X21-A1;0.32;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFZERO;
COVER-SB21X21-A2;0.32;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFZERO;
COVER-SB21X21-A3;0.32;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFZERO;
COVER-SB21X21-A4;0.32;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFZERO;
COVER-SB21X21-A5;0.32;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFZERO;
COVER-SB21X21-A6;0.32;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFZERO;
COVER-SB21X21-B0;0.32;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFZERO;
COVER-SB21X21-B1;0.32;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFZERO;
COVER-SB21X21-B2;0.32;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFZERO;
COVER-SB21X21-B3;0.32;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFZERO;
COVER-SB21X21-B4;0.32;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFZERO;
COVER-SB21X21-B5;0.32;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFZERO;
COVER-SB21X21-B6;0.32;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFZERO;
COVER-SB21X21-C0;0.32;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFZERO;
COVER-SB21X21-C1;0.32;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFZERO;
COVER-SB21X21-C2;0.32;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFZERO;
COVER-SB21X21-C3;0.32;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFZERO;
COVER-SB21X21-C4;0.32;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFZERO;
COVER-SB21X21-C5;0.32;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFZERO;
COVER-SB21X21-C6;0.32;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFZERO;
COVER-SB21X21-D0;0.32;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFZERO;
COVER-SB21X21-D1;0.32;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFZERO;
COVER-SB21X21-D2;0.32;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFZERO;
COVER-SB21X21-D3;0.32;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFZERO;
COVER-SB21X21-D4;0.32;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFZERO;
COVER-SB21X21-D5;0.32;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFZERO;
COVER-SB21X21-D6;0.32;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFZERO;
COVER-SB21X21-E0;0.32;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFZERO;
COVER-SB21X21-E1;0.32;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFZERO;
COVER-SB21X21-E2;0.32;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFZERO;
COVER-SB21X21-E3;0.32;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFZERO;
COVER-SB21X21-E4;0.32;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFZERO;
COVER-SB21X21-E5;0.32;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFZERO;
COVER-SB21X21-E6;0.32;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFZERO;
COVER-SB21X21-F0;0.32;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFZERO;
COVER-SB21X21-F1;0.32;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFZERO;
COVER-SB21X21-F2;0.32;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFZERO;
COVER-SB21X21-F3;0.32;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFZERO;
COVER-SB21X21-F4;0.32;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFZERO;
COVER-SB21X21-F5;0.32;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFZERO;
COVER-SB21X21-F6;0.32;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFZERO;
COVER-SB21X21-G0;0.32;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFZERO;
COVER-SB21X21-G1;0.32;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFZERO;
COVER-SB21X21-G2;0.32;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFZERO;
COVER-SB21X21-G3;0.32;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFZERO;
COVER-SB21X21-G4;0.32;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFZERO;
COVER-SB21X21-G5;0.32;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFZERO;
COVER-SB21X21-G6;0.32;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFZERO;
DIRECT40X50-NC-ACQUERELLO;21.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFSTDIRETTA;
DIRECT40X50-NC-POLARDAWN;21.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFSTDIRETTA;
DIRECT40X50-NC-TINTORETTO;21.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFSTDIRETTA;
DIRECT40X60-NC-ACQUERELLO;21.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFSTDIRETTA;
DIRECT40X60-NC-POLARDAWN;21.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFSTDIRETTA;
DIRECT40X60-NC-TINTORETTO;21.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFSTDIRETTA;
DIRECT50X70-NC-ACQUERELLO;26.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFSTDIRETTA;
DIRECT50X70-NC-POLARDAWN;26.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFSTDIRETTA;
DIRECT50X70-NC-TINTORETTO;26.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFSTDIRETTA;
DIRECT50X75-NC-ACQUERELLO;26.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFSTDIRETTA;
DIRECT50X75-NC-POLARDAWN;26.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFSTDIRETTA;
DIRECT50X75-NC-TINTORETTO;26.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFSTDIRETTA;
DIRECT60X80-NC-ACQUERELLO;36.80;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFSTDIRETTA;
DIRECT60X80-NC-POLARDAWN;36.80;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFSTDIRETTA;
DIRECT60X80-NC-TINTORETTO;36.80;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFSTDIRETTA;
DIRECT70X100-NC-ACQUERELLO;40.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFSTDIRETTA;
DIRECT70X100-NC-POLARDAWN;40.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFSTDIRETTA;
DIRECT70X100-NC-TINTORETTO;40.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFSTDIRETTA;
DIRECTGET20X27ACCIAIO;40.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFSTDIRETTA;
DIRECTGET20X27ACCIAIO-D;47.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFSTDIRETTA;
DIRECTGET20X27KRISTAL;41.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFMONTAGGI;
DIRECTGET20X27KRISTAL-D;48.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFMONTAGGI;
DIRECTGET-20X27-NC-ACCIAIO;40.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFSTDIRETTA;
DIRECTGET-20X27-NC-ACCIAIO-D;47.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFSTDIRETTA;
DIRECTGET20X27-NC-KRISTAL;41.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFMONTAGGI;
DIRECTGET20X27-NC-KRISTAL-D;48.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFMONTAGGI;
DIRECTGET20X27-NC-POLI3;17.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFSTDIRETTA;
DIRECTGET20X27-NC-PUL10;26.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFSTDIRETTA;
DIRECTGET20X27-NC-PUL20;27.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFSTDIRETTA;
DIRECTGET20X27-NC-PVC10;21.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFSTDIRETTA;
DIRECTGET20X27-NC-PVC5;18.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFSTDIRETTA;
DIRECTGET-20X27-NC-RIKBOND;36.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFSTDIRETTA;
DIRECTGET-20X27-NC-RIKBOND-D;43.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFSTDIRETTA;
DIRECTGET20X27POLI3;17.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFSTDIRETTA;
DIRECTGET20X27PUL10;26.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFSTDIRETTA;
DIRECTGET20X27PUL20;27.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFSTDIRETTA;
DIRECTGET20X27PVC10;21.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFSTDIRETTA;
DIRECTGET20X27PVC5;18.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFSTDIRETTA;
DIRECTGET20X27RIKBOND;36.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFSTDIRETTA;
DIRECTGET20X27RIKBOND-D;43.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFSTDIRETTA;
DIRECTGET20X30ACCIAIO;40.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFSTDIRETTA;
DIRECTGET20X30ACCIAIO-D;47.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFSTDIRETTA;
DIRECTGET20X30KRISTAL;41.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFMONTAGGI;
DIRECTGET20X30KRISTAL-D;48.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFMONTAGGI;
DIRECTGET-20X30-NC-ACCIAIO;40.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFSTDIRETTA;
DIRECTGET-20X30-NC-ACCIAIO-D;47.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFSTDIRETTA;
DIRECTGET20X30-NC-KRISTAL;41.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFMONTAGGI;
DIRECTGET20X30-NC-KRISTAL-D;48.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFMONTAGGI;
DIRECTGET20X30-NC-POLI3;17.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFSTDIRETTA;
DIRECTGET20X30-NC-PUL10;26.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFSTDIRETTA;
DIRECTGET20X30-NC-PUL20;27.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFSTDIRETTA;
DIRECTGET20X30-NC-PVC10;21.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFSTDIRETTA;
DIRECTGET20X30-NC-PVC5;18.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFSTDIRETTA;
DIRECTGET-20X30-NC-RIKBOND;36.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFSTDIRETTA;
DIRECTGET-20X30-NC-RIKBOND-D;43.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFSTDIRETTA;
DIRECTGET20X30POLI3;17.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFSTDIRETTA;
